Id,Obs_Date,State,Country,Update,Confirmed,Deaths,Recovered
41019,2020-06-12,Nagaland,India,4/2/2021 15:13,128,0,22
41060,2020-06-12,Odisha,India,4/2/2021 15:13,3386,9,2354
41093,2020-06-12,Puducherry,India,4/2/2021 15:13,157,2,67
41097,2020-06-12,Punjab,India,4/2/2021 15:13,2887,59,2259
41107,2020-06-12,Rajasthan,India,4/2/2021 15:13,11838,265,8775
41155,2020-06-12,Sikkim,India,4/2/2021 15:13,14,0,2
41176,2020-06-12,Tamil Nadu,India,4/2/2021 15:13,38716,349,20705
41180,2020-06-12,Telangana,India,4/2/2021 15:13,4320,165,1993
41197,2020-06-12,Tripura,India,4/2/2021 15:13,913,1,278
41211,2020-06-12,Unknown,India,4/2/2021 15:13,8315,0,0
41219,2020-06-12,Uttar Pradesh,India,4/2/2021 15:13,12088,345,7292
41220,2020-06-12,Uttarakhand,India,4/2/2021 15:13,1643,15,842
41246,2020-06-12,West Bengal,India,4/2/2021 15:13,9768,442,3988
41455,2020-06-13,Andaman and Nicobar Islands,India,4/2/2021 15:13,38,0,33
41456,2020-06-13,Andhra Pradesh,India,4/2/2021 15:13,5680,80,3105
41472,2020-06-13,Arunachal Pradesh,India,4/2/2021 15:13,67,0,4
41473,2020-06-13,Assam,India,4/2/2021 15:13,3498,8,1537
41495,2020-06-13,Bihar,India,4/2/2021 15:13,6103,36,3587
41528,2020-06-13,Chandigarh,India,4/2/2021 15:13,334,5,286
41535,2020-06-13,Chhattisgarh,India,4/2/2021 15:13,1429,6,550
41554,2020-06-13,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021 15:13,30,0,2
41558,2020-06-13,Delhi,India,4/2/2021 15:13,36824,1214,13398
41588,2020-06-13,Goa,India,4/2/2021 15:13,463,0,69
41603,2020-06-13,Gujarat,India,4/2/2021 15:13,22527,1415,15493
41608,2020-06-13,Haryana,India,4/2/2021 15:13,6334,70,2475
41615,2020-06-13,Himachal Pradesh,India,4/2/2021 15:13,486,6,297
41640,2020-06-13,Jammu and Kashmir,India,4/2/2021 15:13,4730,53,2086
41643,2020-06-13,Jharkhand,India,4/2/2021 15:13,1617,8,672
41661,2020-06-13,Karnataka,India,4/2/2021 15:13,6516,79,3440
41664,2020-06-13,Kerala,India,4/2/2021 15:13,2322,19,1000
41689,2020-06-13,Ladakh,India,4/2/2021 15:13,239,1,62
41705,2020-06-13,Madhya Pradesh,India,4/2/2021 15:13,10443,440,7201
41711,2020-06-13,Maharashtra,India,4/2/2021 15:13,101141,3717,47796
41713,2020-06-13,Manipur,India,4/2/2021 15:13,385,0,77
41726,2020-06-13,Meghalaya,India,4/2/2021 15:13,44,1,22
41740,2020-06-13,Mizoram,India,4/2/2021 15:13,104,0,1
